category,attribute,question_type,question_text,purpose
性格,外向性,DIRECT,自分では外向性って強い方だと思います？,性格傾向の推定
性格,外向性,DIRECT,外向性について、周りから言われることってあります？,性格傾向の推定
性格,外向性,INDIRECT,普段の行動で外向性が出る場面ってあります？,性格傾向の推定
性格,外向性,INDIRECT,人といるとき、外向性って自然に出る方ですか？,性格傾向の推定
性格,外向性,ASSUMPTION,なんとなく外向性は高そうな感じがします。,性格傾向の推定
性格,外向性,ASSUMPTION,話していて、外向性が結構はっきりしてますね。,性格傾向の推定
性格,外向性,COMPARISON,人によって外向性ってかなり差がありますよね。自分はどちら寄りですか？,性格傾向の推定
性格,外向性,COMPARISON,周りと比べると、外向性は強めだと思います？,性格傾向の推定
性格,外向性,PAST,昔から外向性は変わらない方でした？,性格傾向の推定
性格,外向性,PAST,子どもの頃にも外向性って出てました？,性格傾向の推定
性格,外向性,SITUATIONAL,忙しいときって外向性は出やすいですか？,性格傾向の推定
性格,外向性,SITUATIONAL,初対面の場だと外向性はどう出ますか？,性格傾向の推定
性格,外向性,OBSERVATION,会話していると、外向性が自然に見えます。,性格傾向の推定
性格,外向性,OBSERVATION,今の受け答えにも外向性が出てますね。,性格傾向の推定
性格,外向性,HYPOTHETICAL,もし今より外向性を強めるなら、何を変えたいですか？,性格傾向の推定
性格,外向性,HYPOTHETICAL,理想の自分に近づくとしたら、外向性はどうなっていたいですか？,性格傾向の推定
性格,協調性,DIRECT,自分では協調性って強い方だと思います？,性格傾向の推定
性格,協調性,DIRECT,協調性について、周りから言われることってあります？,性格傾向の推定
性格,協調性,INDIRECT,普段の行動で協調性が出る場面ってあります？,性格傾向の推定
性格,協調性,INDIRECT,人といるとき、協調性って自然に出る方ですか？,性格傾向の推定
性格,協調性,ASSUMPTION,なんとなく協調性は高そうな感じがします。,性格傾向の推定
性格,協調性,ASSUMPTION,話していて、協調性が結構はっきりしてますね。,性格傾向の推定
性格,協調性,COMPARISON,人によって協調性ってかなり差がありますよね。自分はどちら寄りですか？,性格傾向の推定
性格,協調性,COMPARISON,周りと比べると、協調性は強めだと思います？,性格傾向の推定
性格,協調性,PAST,昔から協調性は変わらない方でした？,性格傾向の推定
性格,協調性,PAST,子どもの頃にも協調性って出てました？,性格傾向の推定
性格,協調性,SITUATIONAL,忙しいときって協調性は出やすいですか？,性格傾向の推定
性格,協調性,SITUATIONAL,初対面の場だと協調性はどう出ますか？,性格傾向の推定
性格,協調性,OBSERVATION,会話していると、協調性が自然に見えます。,性格傾向の推定
性格,協調性,OBSERVATION,今の受け答えにも協調性が出てますね。,性格傾向の推定
性格,協調性,HYPOTHETICAL,もし今より協調性を強めるなら、何を変えたいですか？,性格傾向の推定
性格,協調性,HYPOTHETICAL,理想の自分に近づくとしたら、協調性はどうなっていたいですか？,性格傾向の推定
性格,誠実性,DIRECT,自分では誠実性って強い方だと思います？,性格傾向の推定
性格,誠実性,DIRECT,誠実性について、周りから言われることってあります？,性格傾向の推定
性格,誠実性,INDIRECT,普段の行動で誠実性が出る場面ってあります？,性格傾向の推定
性格,誠実性,INDIRECT,人といるとき、誠実性って自然に出る方ですか？,性格傾向の推定
性格,誠実性,ASSUMPTION,なんとなく誠実性は高そうな感じがします。,性格傾向の推定
性格,誠実性,ASSUMPTION,話していて、誠実性が結構はっきりしてますね。,性格傾向の推定
性格,誠実性,COMPARISON,人によって誠実性ってかなり差がありますよね。自分はどちら寄りですか？,性格傾向の推定
性格,誠実性,COMPARISON,周りと比べると、誠実性は強めだと思います？,性格傾向の推定
性格,誠実性,PAST,昔から誠実性は変わらない方でした？,性格傾向の推定
性格,誠実性,PAST,子どもの頃にも誠実性って出てました？,性格傾向の推定
性格,誠実性,SITUATIONAL,忙しいときって誠実性は出やすいですか？,性格傾向の推定
性格,誠実性,SITUATIONAL,初対面の場だと誠実性はどう出ますか？,性格傾向の推定
性格,誠実性,OBSERVATION,会話していると、誠実性が自然に見えます。,性格傾向の推定
性格,誠実性,OBSERVATION,今の受け答えにも誠実性が出てますね。,性格傾向の推定
性格,誠実性,HYPOTHETICAL,もし今より誠実性を強めるなら、何を変えたいですか？,性格傾向の推定
性格,誠実性,HYPOTHETICAL,理想の自分に近づくとしたら、誠実性はどうなっていたいですか？,性格傾向の推定
性格,神経症傾向,DIRECT,自分では神経症傾向って強い方だと思います？,性格傾向の推定
性格,神経症傾向,DIRECT,神経症傾向について、周りから言われることってあります？,性格傾向の推定
性格,神経症傾向,INDIRECT,普段の行動で神経症傾向が出る場面ってあります？,性格傾向の推定
性格,神経症傾向,INDIRECT,人といるとき、神経症傾向って自然に出る方ですか？,性格傾向の推定
性格,神経症傾向,ASSUMPTION,なんとなく神経症傾向は高そうな感じがします。,性格傾向の推定
性格,神経症傾向,ASSUMPTION,話していて、神経症傾向が結構はっきりしてますね。,性格傾向の推定
性格,神経症傾向,COMPARISON,人によって神経症傾向ってかなり差がありますよね。自分はどちら寄りですか？,性格傾向の推定
性格,神経症傾向,COMPARISON,周りと比べると、神経症傾向は強めだと思います？,性格傾向の推定
性格,神経症傾向,PAST,昔から神経症傾向は変わらない方でした？,性格傾向の推定
性格,神経症傾向,PAST,子どもの頃にも神経症傾向って出てました？,性格傾向の推定
性格,神経症傾向,SITUATIONAL,忙しいときって神経症傾向は出やすいですか？,性格傾向の推定
性格,神経症傾向,SITUATIONAL,初対面の場だと神経症傾向はどう出ますか？,性格傾向の推定
性格,神経症傾向,OBSERVATION,会話していると、神経症傾向が自然に見えます。,性格傾向の推定
性格,神経症傾向,OBSERVATION,今の受け答えにも神経症傾向が出てますね。,性格傾向の推定
性格,神経症傾向,HYPOTHETICAL,もし今より神経症傾向を強めるなら、何を変えたいですか？,性格傾向の推定
性格,神経症傾向,HYPOTHETICAL,理想の自分に近づくとしたら、神経症傾向はどうなっていたいですか？,性格傾向の推定
性格,開放性,DIRECT,自分では開放性って強い方だと思います？,性格傾向の推定
性格,開放性,DIRECT,開放性について、周りから言われることってあります？,性格傾向の推定
性格,開放性,INDIRECT,普段の行動で開放性が出る場面ってあります？,性格傾向の推定
性格,開放性,INDIRECT,人といるとき、開放性って自然に出る方ですか？,性格傾向の推定
性格,開放性,ASSUMPTION,なんとなく開放性は高そうな感じがします。,性格傾向の推定
性格,開放性,ASSUMPTION,話していて、開放性が結構はっきりしてますね。,性格傾向の推定
性格,開放性,COMPARISON,人によって開放性ってかなり差がありますよね。自分はどちら寄りですか？,性格傾向の推定
性格,開放性,COMPARISON,周りと比べると、開放性は強めだと思います？,性格傾向の推定
性格,開放性,PAST,昔から開放性は変わらない方でした？,性格傾向の推定
性格,開放性,PAST,子どもの頃にも開放性って出てました？,性格傾向の推定
性格,開放性,SITUATIONAL,忙しいときって開放性は出やすいですか？,性格傾向の推定
性格,開放性,SITUATIONAL,初対面の場だと開放性はどう出ますか？,性格傾向の推定
性格,開放性,OBSERVATION,会話していると、開放性が自然に見えます。,性格傾向の推定
性格,開放性,OBSERVATION,今の受け答えにも開放性が出てますね。,性格傾向の推定
性格,開放性,HYPOTHETICAL,もし今より開放性を強めるなら、何を変えたいですか？,性格傾向の推定
性格,開放性,HYPOTHETICAL,理想の自分に近づくとしたら、開放性はどうなっていたいですか？,性格傾向の推定
性格,承認欲求,DIRECT,自分では承認欲求って強い方だと思います？,性格傾向の推定
性格,承認欲求,DIRECT,承認欲求について、周りから言われることってあります？,性格傾向の推定
性格,承認欲求,INDIRECT,普段の行動で承認欲求が出る場面ってあります？,性格傾向の推定
性格,承認欲求,INDIRECT,人といるとき、承認欲求って自然に出る方ですか？,性格傾向の推定
性格,承認欲求,ASSUMPTION,なんとなく承認欲求は高そうな感じがします。,性格傾向の推定
性格,承認欲求,ASSUMPTION,話していて、承認欲求が結構はっきりしてますね。,性格傾向の推定
性格,承認欲求,COMPARISON,人によって承認欲求ってかなり差がありますよね。自分はどちら寄りですか？,性格傾向の推定
性格,承認欲求,COMPARISON,周りと比べると、承認欲求は強めだと思います？,性格傾向の推定
性格,承認欲求,PAST,昔から承認欲求は変わらない方でした？,性格傾向の推定
性格,承認欲求,PAST,子どもの頃にも承認欲求って出てました？,性格傾向の推定
性格,承認欲求,SITUATIONAL,忙しいときって承認欲求は出やすいですか？,性格傾向の推定
性格,承認欲求,SITUATIONAL,初対面の場だと承認欲求はどう出ますか？,性格傾向の推定
性格,承認欲求,OBSERVATION,会話していると、承認欲求が自然に見えます。,性格傾向の推定
性格,承認欲求,OBSERVATION,今の受け答えにも承認欲求が出てますね。,性格傾向の推定
性格,承認欲求,HYPOTHETICAL,もし今より承認欲求を強めるなら、何を変えたいですか？,性格傾向の推定
性格,承認欲求,HYPOTHETICAL,理想の自分に近づくとしたら、承認欲求はどうなっていたいですか？,性格傾向の推定
性格,完璧主義,DIRECT,自分では完璧主義って強い方だと思います？,性格傾向の推定
性格,完璧主義,DIRECT,完璧主義について、周りから言われることってあります？,性格傾向の推定
性格,完璧主義,INDIRECT,普段の行動で完璧主義が出る場面ってあります？,性格傾向の推定
性格,完璧主義,INDIRECT,人といるとき、完璧主義って自然に出る方ですか？,性格傾向の推定
性格,完璧主義,ASSUMPTION,なんとなく完璧主義は高そうな感じがします。,性格傾向の推定
性格,完璧主義,ASSUMPTION,話していて、完璧主義が結構はっきりしてますね。,性格傾向の推定
性格,完璧主義,COMPARISON,人によって完璧主義ってかなり差がありますよね。自分はどちら寄りですか？,性格傾向の推定
性格,完璧主義,COMPARISON,周りと比べると、完璧主義は強めだと思います？,性格傾向の推定
性格,完璧主義,PAST,昔から完璧主義は変わらない方でした？,性格傾向の推定
性格,完璧主義,PAST,子どもの頃にも完璧主義って出てました？,性格傾向の推定
性格,完璧主義,SITUATIONAL,忙しいときって完璧主義は出やすいですか？,性格傾向の推定
性格,完璧主義,SITUATIONAL,初対面の場だと完璧主義はどう出ますか？,性格傾向の推定
性格,完璧主義,OBSERVATION,会話していると、完璧主義が自然に見えます。,性格傾向の推定
性格,完璧主義,OBSERVATION,今の受け答えにも完璧主義が出てますね。,性格傾向の推定
性格,完璧主義,HYPOTHETICAL,もし今より完璧主義を強めるなら、何を変えたいですか？,性格傾向の推定
性格,完璧主義,HYPOTHETICAL,理想の自分に近づくとしたら、完璧主義はどうなっていたいですか？,性格傾向の推定
性格,共感性,DIRECT,自分では共感性って強い方だと思います？,性格傾向の推定
性格,共感性,DIRECT,共感性について、周りから言われることってあります？,性格傾向の推定
性格,共感性,INDIRECT,普段の行動で共感性が出る場面ってあります？,性格傾向の推定
性格,共感性,INDIRECT,人といるとき、共感性って自然に出る方ですか？,性格傾向の推定
性格,共感性,ASSUMPTION,なんとなく共感性は高そうな感じがします。,性格傾向の推定
性格,共感性,ASSUMPTION,話していて、共感性が結構はっきりしてますね。,性格傾向の推定
性格,共感性,COMPARISON,人によって共感性ってかなり差がありますよね。自分はどちら寄りですか？,性格傾向の推定
性格,共感性,COMPARISON,周りと比べると、共感性は強めだと思います？,性格傾向の推定
性格,共感性,PAST,昔から共感性は変わらない方でした？,性格傾向の推定
性格,共感性,PAST,子どもの頃にも共感性って出てました？,性格傾向の推定
性格,共感性,SITUATIONAL,忙しいときって共感性は出やすいですか？,性格傾向の推定
性格,共感性,SITUATIONAL,初対面の場だと共感性はどう出ますか？,性格傾向の推定
性格,共感性,OBSERVATION,会話していると、共感性が自然に見えます。,性格傾向の推定
性格,共感性,OBSERVATION,今の受け答えにも共感性が出てますね。,性格傾向の推定
性格,共感性,HYPOTHETICAL,もし今より共感性を強めるなら、何を変えたいですか？,性格傾向の推定
性格,共感性,HYPOTHETICAL,理想の自分に近づくとしたら、共感性はどうなっていたいですか？,性格傾向の推定
思考スタイル,論理 / 直感,DIRECT,物事を考えるとき、論理 / 直感はどちら寄りだと思います？,思考スタイルの推定
思考スタイル,論理 / 直感,DIRECT,自分の考え方だと、論理 / 直感って特徴ありますか？,思考スタイルの推定
思考スタイル,論理 / 直感,INDIRECT,何か決める前って、まず何から考えることが多いですか？,思考スタイルの推定
思考スタイル,論理 / 直感,INDIRECT,意見が分かれる話って、どう整理することが多いですか？,思考スタイルの推定
思考スタイル,論理 / 直感,ASSUMPTION,論理 / 直感はかなりはっきりしてそうですね。,思考スタイルの推定
思考スタイル,論理 / 直感,ASSUMPTION,考え方に論理 / 直感が出やすいタイプですか？,思考スタイルの推定
思考スタイル,論理 / 直感,COMPARISON,考えてから動く人と、動きながら考える人っていますよね。自分はどちら寄りですか？,思考スタイルの推定
思考スタイル,論理 / 直感,COMPARISON,人によって論理 / 直感の癖って違いますよね。どんな感じですか？,思考スタイルの推定
思考スタイル,論理 / 直感,PAST,昔から論理 / 直感は変わらないですか？,思考スタイルの推定
思考スタイル,論理 / 直感,PAST,学生の頃から考え方に論理 / 直感は出ていました？,思考スタイルの推定
思考スタイル,論理 / 直感,SITUATIONAL,急に判断が必要なとき、論理 / 直感はどう出ますか？,思考スタイルの推定
思考スタイル,論理 / 直感,SITUATIONAL,複雑な話を聞いたとき、論理 / 直感はどのように働きますか？,思考スタイルの推定
思考スタイル,論理 / 直感,OBSERVATION,話を整理する感じに論理 / 直感が出ていますね。,思考スタイルの推定
思考スタイル,論理 / 直感,OBSERVATION,受け答えから、論理 / 直感が見えやすいですね。,思考スタイルの推定
思考スタイル,論理 / 直感,HYPOTHETICAL,もし新しい分野に入るなら、論理 / 直感はどう働きそうですか？,思考スタイルの推定
思考スタイル,論理 / 直感,HYPOTHETICAL,理想の考え方に寄せるなら、論理 / 直感はどう変えたいですか？,思考スタイルの推定
思考スタイル,抽象 / 具体,DIRECT,物事を考えるとき、抽象 / 具体はどちら寄りだと思います？,思考スタイルの推定
思考スタイル,抽象 / 具体,DIRECT,自分の考え方だと、抽象 / 具体って特徴ありますか？,思考スタイルの推定
思考スタイル,抽象 / 具体,INDIRECT,何か決める前って、まず何から考えることが多いですか？,思考スタイルの推定
思考スタイル,抽象 / 具体,INDIRECT,意見が分かれる話って、どう整理することが多いですか？,思考スタイルの推定
思考スタイル,抽象 / 具体,ASSUMPTION,抽象 / 具体はかなりはっきりしてそうですね。,思考スタイルの推定
思考スタイル,抽象 / 具体,ASSUMPTION,考え方に抽象 / 具体が出やすいタイプですか？,思考スタイルの推定
思考スタイル,抽象 / 具体,COMPARISON,考えてから動く人と、動きながら考える人っていますよね。自分はどちら寄りですか？,思考スタイルの推定
思考スタイル,抽象 / 具体,COMPARISON,人によって抽象 / 具体の癖って違いますよね。どんな感じですか？,思考スタイルの推定
思考スタイル,抽象 / 具体,PAST,昔から抽象 / 具体は変わらないですか？,思考スタイルの推定
思考スタイル,抽象 / 具体,PAST,学生の頃から考え方に抽象 / 具体は出ていました？,思考スタイルの推定
思考スタイル,抽象 / 具体,SITUATIONAL,急に判断が必要なとき、抽象 / 具体はどう出ますか？,思考スタイルの推定
思考スタイル,抽象 / 具体,SITUATIONAL,複雑な話を聞いたとき、抽象 / 具体はどのように働きますか？,思考スタイルの推定
思考スタイル,抽象 / 具体,OBSERVATION,話を整理する感じに抽象 / 具体が出ていますね。,思考スタイルの推定
思考スタイル,抽象 / 具体,OBSERVATION,受け答えから、抽象 / 具体が見えやすいですね。,思考スタイルの推定
思考スタイル,抽象 / 具体,HYPOTHETICAL,もし新しい分野に入るなら、抽象 / 具体はどう働きそうですか？,思考スタイルの推定
思考スタイル,抽象 / 具体,HYPOTHETICAL,理想の考え方に寄せるなら、抽象 / 具体はどう変えたいですか？,思考スタイルの推定
思考スタイル,分析志向,DIRECT,物事を考えるとき、分析志向はどちら寄りだと思います？,思考スタイルの推定
思考スタイル,分析志向,DIRECT,自分の考え方だと、分析志向って特徴ありますか？,思考スタイルの推定
思考スタイル,分析志向,INDIRECT,何か決める前って、まず何から考えることが多いですか？,思考スタイルの推定
思考スタイル,分析志向,INDIRECT,意見が分かれる話って、どう整理することが多いですか？,思考スタイルの推定
思考スタイル,分析志向,ASSUMPTION,分析志向はかなりはっきりしてそうですね。,思考スタイルの推定
思考スタイル,分析志向,ASSUMPTION,考え方に分析志向が出やすいタイプですか？,思考スタイルの推定
思考スタイル,分析志向,COMPARISON,考えてから動く人と、動きながら考える人っていますよね。自分はどちら寄りですか？,思考スタイルの推定
思考スタイル,分析志向,COMPARISON,人によって分析志向の癖って違いますよね。どんな感じですか？,思考スタイルの推定
思考スタイル,分析志向,PAST,昔から分析志向は変わらないですか？,思考スタイルの推定
思考スタイル,分析志向,PAST,学生の頃から考え方に分析志向は出ていました？,思考スタイルの推定
思考スタイル,分析志向,SITUATIONAL,急に判断が必要なとき、分析志向はどう出ますか？,思考スタイルの推定
思考スタイル,分析志向,SITUATIONAL,複雑な話を聞いたとき、分析志向はどのように働きますか？,思考スタイルの推定
思考スタイル,分析志向,OBSERVATION,話を整理する感じに分析志向が出ていますね。,思考スタイルの推定
思考スタイル,分析志向,OBSERVATION,受け答えから、分析志向が見えやすいですね。,思考スタイルの推定
思考スタイル,分析志向,HYPOTHETICAL,もし新しい分野に入るなら、分析志向はどう働きそうですか？,思考スタイルの推定
思考スタイル,分析志向,HYPOTHETICAL,理想の考え方に寄せるなら、分析志向はどう変えたいですか？,思考スタイルの推定
思考スタイル,判断速度,DIRECT,物事を考えるとき、判断速度はどちら寄りだと思います？,思考スタイルの推定
思考スタイル,判断速度,DIRECT,自分の考え方だと、判断速度って特徴ありますか？,思考スタイルの推定
思考スタイル,判断速度,INDIRECT,何か決める前って、まず何から考えることが多いですか？,思考スタイルの推定
思考スタイル,判断速度,INDIRECT,意見が分かれる話って、どう整理することが多いですか？,思考スタイルの推定
思考スタイル,判断速度,ASSUMPTION,判断速度はかなりはっきりしてそうですね。,思考スタイルの推定
思考スタイル,判断速度,ASSUMPTION,考え方に判断速度が出やすいタイプですか？,思考スタイルの推定
思考スタイル,判断速度,COMPARISON,考えてから動く人と、動きながら考える人っていますよね。自分はどちら寄りですか？,思考スタイルの推定
思考スタイル,判断速度,COMPARISON,人によって判断速度の癖って違いますよね。どんな感じですか？,思考スタイルの推定
思考スタイル,判断速度,PAST,昔から判断速度は変わらないですか？,思考スタイルの推定
思考スタイル,判断速度,PAST,学生の頃から考え方に判断速度は出ていました？,思考スタイルの推定
思考スタイル,判断速度,SITUATIONAL,急に判断が必要なとき、判断速度はどう出ますか？,思考スタイルの推定
思考スタイル,判断速度,SITUATIONAL,複雑な話を聞いたとき、判断速度はどのように働きますか？,思考スタイルの推定
思考スタイル,判断速度,OBSERVATION,話を整理する感じに判断速度が出ていますね。,思考スタイルの推定
思考スタイル,判断速度,OBSERVATION,受け答えから、判断速度が見えやすいですね。,思考スタイルの推定
思考スタイル,判断速度,HYPOTHETICAL,もし新しい分野に入るなら、判断速度はどう働きそうですか？,思考スタイルの推定
思考スタイル,判断速度,HYPOTHETICAL,理想の考え方に寄せるなら、判断速度はどう変えたいですか？,思考スタイルの推定
思考スタイル,認知バイアス傾向,DIRECT,物事を考えるとき、認知バイアス傾向はどちら寄りだと思います？,思考スタイルの推定
思考スタイル,認知バイアス傾向,DIRECT,自分の考え方だと、認知バイアス傾向って特徴ありますか？,思考スタイルの推定
思考スタイル,認知バイアス傾向,INDIRECT,何か決める前って、まず何から考えることが多いですか？,思考スタイルの推定
思考スタイル,認知バイアス傾向,INDIRECT,意見が分かれる話って、どう整理することが多いですか？,思考スタイルの推定
思考スタイル,認知バイアス傾向,ASSUMPTION,認知バイアス傾向はかなりはっきりしてそうですね。,思考スタイルの推定
思考スタイル,認知バイアス傾向,ASSUMPTION,考え方に認知バイアス傾向が出やすいタイプですか？,思考スタイルの推定
思考スタイル,認知バイアス傾向,COMPARISON,考えてから動く人と、動きながら考える人っていますよね。自分はどちら寄りですか？,思考スタイルの推定
思考スタイル,認知バイアス傾向,COMPARISON,人によって認知バイアス傾向の癖って違いますよね。どんな感じですか？,思考スタイルの推定
思考スタイル,認知バイアス傾向,PAST,昔から認知バイアス傾向は変わらないですか？,思考スタイルの推定
思考スタイル,認知バイアス傾向,PAST,学生の頃から考え方に認知バイアス傾向は出ていました？,思考スタイルの推定
思考スタイル,認知バイアス傾向,SITUATIONAL,急に判断が必要なとき、認知バイアス傾向はどう出ますか？,思考スタイルの推定
思考スタイル,認知バイアス傾向,SITUATIONAL,複雑な話を聞いたとき、認知バイアス傾向はどのように働きますか？,思考スタイルの推定
思考スタイル,認知バイアス傾向,OBSERVATION,話を整理する感じに認知バイアス傾向が出ていますね。,思考スタイルの推定
思考スタイル,認知バイアス傾向,OBSERVATION,受け答えから、認知バイアス傾向が見えやすいですね。,思考スタイルの推定
思考スタイル,認知バイアス傾向,HYPOTHETICAL,もし新しい分野に入るなら、認知バイアス傾向はどう働きそうですか？,思考スタイルの推定
思考スタイル,認知バイアス傾向,HYPOTHETICAL,理想の考え方に寄せるなら、認知バイアス傾向はどう変えたいですか？,思考スタイルの推定
思考スタイル,思考柔軟性,DIRECT,物事を考えるとき、思考柔軟性はどちら寄りだと思います？,思考スタイルの推定
思考スタイル,思考柔軟性,DIRECT,自分の考え方だと、思考柔軟性って特徴ありますか？,思考スタイルの推定
思考スタイル,思考柔軟性,INDIRECT,何か決める前って、まず何から考えることが多いですか？,思考スタイルの推定
思考スタイル,思考柔軟性,INDIRECT,意見が分かれる話って、どう整理することが多いですか？,思考スタイルの推定
思考スタイル,思考柔軟性,ASSUMPTION,思考柔軟性はかなりはっきりしてそうですね。,思考スタイルの推定
思考スタイル,思考柔軟性,ASSUMPTION,考え方に思考柔軟性が出やすいタイプですか？,思考スタイルの推定
思考スタイル,思考柔軟性,COMPARISON,考えてから動く人と、動きながら考える人っていますよね。自分はどちら寄りですか？,思考スタイルの推定
思考スタイル,思考柔軟性,COMPARISON,人によって思考柔軟性の癖って違いますよね。どんな感じですか？,思考スタイルの推定
思考スタイル,思考柔軟性,PAST,昔から思考柔軟性は変わらないですか？,思考スタイルの推定
思考スタイル,思考柔軟性,PAST,学生の頃から考え方に思考柔軟性は出ていました？,思考スタイルの推定
思考スタイル,思考柔軟性,SITUATIONAL,急に判断が必要なとき、思考柔軟性はどう出ますか？,思考スタイルの推定
思考スタイル,思考柔軟性,SITUATIONAL,複雑な話を聞いたとき、思考柔軟性はどのように働きますか？,思考スタイルの推定
思考スタイル,思考柔軟性,OBSERVATION,話を整理する感じに思考柔軟性が出ていますね。,思考スタイルの推定
思考スタイル,思考柔軟性,OBSERVATION,受け答えから、思考柔軟性が見えやすいですね。,思考スタイルの推定
思考スタイル,思考柔軟性,HYPOTHETICAL,もし新しい分野に入るなら、思考柔軟性はどう働きそうですか？,思考スタイルの推定
思考スタイル,思考柔軟性,HYPOTHETICAL,理想の考え方に寄せるなら、思考柔軟性はどう変えたいですか？,思考スタイルの推定
価値観,人生観,DIRECT,人生観って、自分の中ではどんな位置づけですか？,価値観の把握
価値観,人生観,DIRECT,人生観について、一番大事にしてることは何ですか？,価値観の把握
価値観,人生観,INDIRECT,何を選ぶか迷ったとき、人生観は基準になりますか？,価値観の把握
価値観,人生観,INDIRECT,普段の判断で人生観が出る場面ってありますか？,価値観の把握
価値観,人生観,ASSUMPTION,人生観はかなり大事にしてそうですね。,価値観の把握
価値観,人生観,ASSUMPTION,話を聞いていると、人生観に軸がありそうです。,価値観の把握
価値観,人生観,COMPARISON,人によって人生観の重さって違いますよね。自分は重い方ですか？,価値観の把握
価値観,人生観,COMPARISON,周りと比べると、人生観を気にする方だと思います？,価値観の把握
価値観,人生観,PAST,昔と比べて人生観の考え方って変わりました？,価値観の把握
価値観,人生観,PAST,若い頃から人生観は大事でした？,価値観の把握
価値観,人生観,SITUATIONAL,大事な選択の場面で、人生観はどのくらい影響しますか？,価値観の把握
価値観,人生観,SITUATIONAL,人と意見が割れたとき、人生観をどう扱いますか？,価値観の把握
価値観,人生観,OBSERVATION,話の端々に人生観が出ていますね。,価値観の把握
価値観,人生観,OBSERVATION,今の話を聞くと、人生観を大切にしている感じがあります。,価値観の把握
価値観,人生観,HYPOTHETICAL,もし全部自由に選べるなら、人生観はどう置きたいですか？,価値観の把握
価値観,人生観,HYPOTHETICAL,理想の暮らしを考えたとき、人生観はどの位置にありますか？,価値観の把握
価値観,幸福観,DIRECT,幸福観って、自分の中ではどんな位置づけですか？,価値観の把握
価値観,幸福観,DIRECT,幸福観について、一番大事にしてることは何ですか？,価値観の把握
価値観,幸福観,INDIRECT,何を選ぶか迷ったとき、幸福観は基準になりますか？,価値観の把握
価値観,幸福観,INDIRECT,普段の判断で幸福観が出る場面ってありますか？,価値観の把握
価値観,幸福観,ASSUMPTION,幸福観はかなり大事にしてそうですね。,価値観の把握
価値観,幸福観,ASSUMPTION,話を聞いていると、幸福観に軸がありそうです。,価値観の把握
価値観,幸福観,COMPARISON,人によって幸福観の重さって違いますよね。自分は重い方ですか？,価値観の把握
価値観,幸福観,COMPARISON,周りと比べると、幸福観を気にする方だと思います？,価値観の把握
価値観,幸福観,PAST,昔と比べて幸福観の考え方って変わりました？,価値観の把握
価値観,幸福観,PAST,若い頃から幸福観は大事でした？,価値観の把握
価値観,幸福観,SITUATIONAL,大事な選択の場面で、幸福観はどのくらい影響しますか？,価値観の把握
価値観,幸福観,SITUATIONAL,人と意見が割れたとき、幸福観をどう扱いますか？,価値観の把握
価値観,幸福観,OBSERVATION,話の端々に幸福観が出ていますね。,価値観の把握
価値観,幸福観,OBSERVATION,今の話を聞くと、幸福観を大切にしている感じがあります。,価値観の把握
価値観,幸福観,HYPOTHETICAL,もし全部自由に選べるなら、幸福観はどう置きたいですか？,価値観の把握
価値観,幸福観,HYPOTHETICAL,理想の暮らしを考えたとき、幸福観はどの位置にありますか？,価値観の把握
価値観,成功観,DIRECT,成功観って、自分の中ではどんな位置づけですか？,価値観の把握
価値観,成功観,DIRECT,成功観について、一番大事にしてることは何ですか？,価値観の把握
価値観,成功観,INDIRECT,何を選ぶか迷ったとき、成功観は基準になりますか？,価値観の把握
価値観,成功観,INDIRECT,普段の判断で成功観が出る場面ってありますか？,価値観の把握
価値観,成功観,ASSUMPTION,成功観はかなり大事にしてそうですね。,価値観の把握
価値観,成功観,ASSUMPTION,話を聞いていると、成功観に軸がありそうです。,価値観の把握
価値観,成功観,COMPARISON,人によって成功観の重さって違いますよね。自分は重い方ですか？,価値観の把握
価値観,成功観,COMPARISON,周りと比べると、成功観を気にする方だと思います？,価値観の把握
価値観,成功観,PAST,昔と比べて成功観の考え方って変わりました？,価値観の把握
価値観,成功観,PAST,若い頃から成功観は大事でした？,価値観の把握
価値観,成功観,SITUATIONAL,大事な選択の場面で、成功観はどのくらい影響しますか？,価値観の把握
価値観,成功観,SITUATIONAL,人と意見が割れたとき、成功観をどう扱いますか？,価値観の把握
価値観,成功観,OBSERVATION,話の端々に成功観が出ていますね。,価値観の把握
価値観,成功観,OBSERVATION,今の話を聞くと、成功観を大切にしている感じがあります。,価値観の把握
価値観,成功観,HYPOTHETICAL,もし全部自由に選べるなら、成功観はどう置きたいですか？,価値観の把握
価値観,成功観,HYPOTHETICAL,理想の暮らしを考えたとき、成功観はどの位置にありますか？,価値観の把握
価値観,労働観,DIRECT,労働観って、自分の中ではどんな位置づけですか？,価値観の把握
価値観,労働観,DIRECT,労働観について、一番大事にしてることは何ですか？,価値観の把握
価値観,労働観,INDIRECT,何を選ぶか迷ったとき、労働観は基準になりますか？,価値観の把握
価値観,労働観,INDIRECT,普段の判断で労働観が出る場面ってありますか？,価値観の把握
価値観,労働観,ASSUMPTION,労働観はかなり大事にしてそうですね。,価値観の把握
価値観,労働観,ASSUMPTION,話を聞いていると、労働観に軸がありそうです。,価値観の把握
価値観,労働観,COMPARISON,人によって労働観の重さって違いますよね。自分は重い方ですか？,価値観の把握
価値観,労働観,COMPARISON,周りと比べると、労働観を気にする方だと思います？,価値観の把握
価値観,労働観,PAST,昔と比べて労働観の考え方って変わりました？,価値観の把握
